Column1,PLAYER,EFF,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Year,LANE_AGILITY_TIME_x,SHUTTLE_RUN_x,THREE_QUARTER_SPRINT_x,STANDING_VERTICAL_LEAP_x,MAX_VERTICAL_LEAP_x,MAX_BENCH_PRESS_x,BODY_FAT,HAND_LENGTH_INCHES,HAND_WIDTH_INCHES,HEIGHT_WO_SHOES,HEIGHT_W_SHOES,STANDING_REACH,WEIGHT,WINGSPAN,LANE_AGILITY_TIME_y,SHUTTLE_RUN_y,THREE_QUARTER_SPRINT_y,STANDING_VERTICAL_LEAP_y,MAX_VERTICAL_LEAP_y,MAX_BENCH_PRESS_y
785,Brandon Rush,7.4,0.426,0.402,0.706,22,6.8,2.9,1,11.2,0.051,-1.4,1.6,2008,,,,,,,,,,,,,,,,,,,,
786,Anthony Randolph,10.7,0.453,0.241,0.74,15.2,7.1,4.3,0.7,5.8,0.072,-1.6,0.4,2008,11.86,-,3.26,29,35,7,0.05,-,-,6' 9'',6' 10.25'',9' 1'',197,7' 3'',11.86,-,3.26,29,35,7
787,Marreese Speights,8.7,0.459,0.356,0.797,15.1,7.9,4.1,0.7,25.8,0.116,-2.2,-0.6,2008,,,,,,,,,,,,,,,,,,,,
788,Ryan Anderson,8.9,0.422,0.38,0.854,25.8,12.3,5.3,0.9,46.7,0.134,1,12.8,2008,,,,,,,,,,,,,,,,,,,,
789,Luc Mbah a Moute,10.8,0.454,0.334,0.659,23.3,6.4,4.1,0.9,26,0.078,-1.5,2,2008,11.71,-,3.17,32,38.5,11,0.07,-,-,6' 5.75'',6' 7.5'',8' 7.5'',221,7' 2.5'',11.71,-,3.17,32,38.5,11
790,Roy Hibbert,7.9,0.465,0.25,0.755,24.8,10,6.3,1.3,35.9,0.105,-1.1,3.5,2008,,,,,,,,,,,,,,,,,,,,
791,JaVale McGee,8,0.576,0.188,0.602,17.1,8,5.3,0.4,41.6,0.146,0.2,7.5,2008,12.75,-,3.25,27,32.5,7,0.05,-,-,6' 11'',7' 0'',9' 6.5'',241,7' 6'',12.75,-,3.25,27,32.5,7
792,George Hill,6.1,0.457,0.381,0.807,27.4,10.8,3.1,3.1,69,0.141,1.3,19.3,2008,12.2,-,3.07,34,37.5,9,0.03,-,-,6' 1.25'',6' 2.5'',8' 1.5'',181,6' 9'',12.2,-,3.07,34,37.5,9
793,Mike Taylor,5.2,0.412,0.325,0.691,15.1,5.7,1.7,2.1,-0.4,-0.028,-5.2,-0.6,2008,10.98,-,3.08,31,39,2,0.04,-,-,6' 0.75'',6' 2'',8' 2'',166.2,6' 7.25'',10.98,-,3.08,31,39,2
794,Darrell Arthur,7.9,0.444,0.352,0.765,17.8,6.5,3.5,0.8,12.3,0.066,-2.2,-0.4,2008,12.18,-,3.14,28.5,30,12,0.07,-,-,6' 7.5'',6' 8.5'',8' 11'',216,6' 10.75'',12.18,-,3.14,28.5,30,12
795,Nicolas Batum,7,0.437,0.363,0.838,30.7,11.1,5.2,3.5,62.7,0.109,1.7,25.8,2008,,,,,,,,,,,,,,,,,,,,
796,Kyle Weaver,6.8,0.441,0.353,0.736,18.9,5,2.2,1.6,1.5,0.051,-1.1,0.3,2008,,,,,,,,,,,,,,,,,,,,
797,Bobby Brown,3.9,,,,,,,,,,,,,11.27,-,3.25,32.5,41,3,0.07,-,-,5' 11'',6' 1.75'',7' 11.5'',170,6' 4'',11.27,-,3.25,32.5,41,3
798,Chris Douglas-Roberts,4.5,0.439,0.329,0.831,19.7,7.1,2.1,1.1,5.4,0.059,-2.2,-0.2,2008,,,,,,,,,,,,,,,,,,,,
799,Joe Alexander,4.4,0.41,0.34,0.698,11.1,4.2,1.8,0.7,0.5,0.03,-3.6,-0.3,2008,11.33,-,2.99,32.5,38.5,24,0.06,-,-,6' 7.25'',6' 8.25'',8' 10'',220,6' 11.5'',11.33,-,2.99,32.5,38.5,24
800,Kosta Koufos,6.1,0.534,0,0.582,16.4,5.7,5,0.5,28.3,0.12,-1.3,2,2008,,,,,,,,,,,,,,,,,,,,
801,Goran Dragic,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,DeAndre Jordan,7.2,0.674,0.083,0.474,27,9.2,10.4,1,93.9,0.173,1.3,22,2008,12.3,-,3.27,26,30.5,8,0.08,-,-,6' 9.75'',6' 11'',9' 5.5'',250,7' 6'',12.3,-,3.27,26,30.5,8
803,Jerryd Bayless,3.5,0.411,0.361,0.818,21.3,8.4,2.1,2.9,18.6,0.072,-1.6,1.1,2008,11.26,-,3.07,31,38,10,0.05,-,-,6' 1.75'',6' 3'',8' 1'',204,6' 3.5'',11.26,-,3.07,31,38,10
804,Roko Ukic,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,JJ Hickson,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,Rob Kurz,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,Donte Greene,2.8,,,,,,,,,,,,,11.21,-,3.2,27.5,31.5,2,0.08,-,-,6' 8.25'',6' 9'',9' 0'',221,6' 10'',11.21,-,3.2,27.5,31.5,2
808,Robin Lopez,4.2,0.537,0.296,0.743,22,8.8,4.9,0.8,48.9,0.115,-1,4.9,2008,,,,,,,,,,,,,,,,,,,,
809,Anthony Tolliver,3.1,,,,,,,,,,,,,11.49,-,3.29,28.5,30,21,0.06,-,-,6' 7'',6' 8.5'',8' 11.5'',242,7' 2.5'',11.49,-,3.29,28.5,30,21
810,Sean Singletary,2.3,0.365,0.4,0.857,8.2,2.4,0.9,0.8,0,0.006,-5.1,-0.2,2008,-,-,-,26,-,18,0.04,-,-,5' 11'',6' 0'',7' 11'',183.8,6' 4.5'',-,-,-,26,-,18
811,Darnell Jackson,2.6,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,0.059,-5.2,-0.8,2008,11.75,-,3.26,27,31,11,0.13,-,-,6' 7'',6' 7.75'',8' 10.5'',240.5,6' 11.25'',11.75,-,3.26,27,31,11
812,Kevin Durant,15.6,0.495,0.383,0.883,36.7,27.1,7.1,4.2,152.2,0.216,6.8,74.8,2007,12.33,-,3.45,26,33.5,0,0.07,-,-,6' 9'',6' 10.25'',9' 2'',215,7' 4.75'',12.33,-,3.45,26,33.5,0
813,Al Thornton,10.8,0.452,0.293,0.747,28,11.9,4.2,1.2,6.1,0.035,-3.5,-3.2,2007,11.96,-,3.16,35,41,9,0.06,-,-,6' 5.75'',6' 7'',8' 8'',221,7' 1'',11.96,-,3.16,35,41,9
814,Juan Carlos Navarro,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,Jeff Green,9.8,0.447,0.339,0.805,29,12.7,4.3,1.5,49.3,0.079,-1.4,4.8,2007,12,-,3.34,33.5,38,17,0.04,-,-,6' 7'',6' 9.5'',8' 7'',228,7' 1.25'',12,-,3.34,33.5,38,17
816,Luis Scola,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,Al Horford,16.5,0.514,0.358,0.759,32.2,13.7,8.2,3.3,98.3,0.156,2.8,36.9,2007,12.15,-,3.37,31,35.5,20,0.09,-,-,6' 8'',6' 9.75'',8' 11'',246,7' 0.75'',12.15,-,3.37,31,35.5,20
818,Mike Conley,10,0.439,0.381,0.821,32,14.9,3,5.6,85.5,0.136,2.5,34.2,2007,11.63,-,3.09,35.5,40.5,13,0.04,-,-,5' 11'',6' 0.75'',7' 10.5'',175,6' 5.75'',11.63,-,3.09,35.5,40.5,13
819,Daequan Cook,7,0.369,0.359,0.813,18.3,6.4,2.1,0.7,4.9,0.039,-2.7,-1.1,2007,11.12,-,3.22,30,34.5,4,0.07,-,-,6' 3'',6' 5.75'',8' 5.5'',203,6' 8.25'',11.12,-,3.22,30,34.5,4
820,Yi Jianlian,9.7,0.404,0.333,0.78,22.2,7.9,4.9,0.7,3.1,0.025,-4.3,-3.5,2007,,,,,,,,,,,,,,,,,,,,
821,Jamario Moon,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,Thaddeus Young,10.1,0.502,0.332,0.663,29.5,12.9,5.9,1.8,67.9,0.104,0.5,19.6,2007,11.06,-,3.19,34.5,37,13,0.05,-,-,6' 5.75'',6' 7.5'',8' 10'',210,6' 11.5'',11.06,-,3.19,34.5,37,13
823,Carl Landry,10.6,0.535,0.3,0.785,22.5,10.8,4.9,0.7,35.9,0.149,-0.3,5,2007,11.35,-,3.29,31.5,36.5,21,0.08,-,-,6' 7'',6' 8.5'',8' 6.5'',248,6' 11'',11.35,-,3.29,31.5,36.5,21
824,Rodney Stuckey,7.8,0.423,0.3,0.824,27.5,12.6,2.9,3.6,28.7,0.077,-0.9,4.9,2007,11.34,-,3.11,30.5,35,14,0.06,-,-,6' 3.75'',6' 4.5'',8' 4.5'',207,6' 7.25'',11.34,-,3.11,30.5,35,14
825,Nick Young,5.3,0.418,0.376,0.836,22.8,11.4,2,1,18.6,0.054,-2.2,-0.8,2007,11,-,3.25,39.5,40.5,6,0.07,-,-,6' 5'',6' 6.75'',8' 4.5'',206,7' 0'',11,-,3.25,39.5,40.5,6
826,Wilson Chandler,7.5,0.443,0.341,0.77,30,12.5,5.3,1.8,29,0.069,-1.3,3.5,2007,,,,,,,,,,,,,,,,,,,,
827,Joakim Noah,10.6,0.491,0,0.7,27.7,8.8,9,2.8,61.9,0.159,2.5,20.9,2007,11.79,-,3.47,32.5,37.5,12,0.05,-,-,6' 10'',7' 0'',8' 10.5'',223,7' 1.25'',11.79,-,3.47,32.5,37.5,12
828,Corey Brewer,6.9,0.425,0.284,0.713,22.9,8.7,2.8,1.5,22.5,0.058,-1.6,2,2007,11.69,-,3.22,30.5,36.5,11,0.04,-,-,6' 6'',6' 7.75'',8' 7'',185,6' 8.25'',11.69,-,3.22,30.5,36.5,11
829,Jared Dudley,8.1,0.463,0.393,0.732,22.3,7.3,3.2,1.5,43,0.103,0.2,11,2007,11.32,-,3.45,28,32,14,0.07,-,-,6' 5'',6' 7.25'',8' 6'',219,6' 7'',11.32,-,3.45,28,32,14
830,Sean Williams,8.6,0.511,0,0.624,14.4,4.2,3.4,0.3,3,0.073,-3.1,-0.6,2007,,,,,,,,,,,,,,,,,,,,
831,Javaris Crittenton,4.8,0.442,0.231,0.638,16.4,5.3,2.4,1.8,0.1,0.002,-4.2,-1,2007,11.6,-,3.32,32.5,38,11,0.05,-,-,6' 3'',6' 4.75'',8' 2'',194,6' 5.5'',11.6,-,3.32,32.5,38,11
832,Aaron Brooks,4.7,0.413,0.37,0.837,20.8,9.7,1.7,3,19.2,0.069,-1.2,2.7,2007,10.57,-,3.2,32.5,39.5,6,0.03,-,-,5' 10'',5' 11.75'',7' 10'',161,6' 4'',10.57,-,3.2,32.5,39.5,6
833,Spencer Hawes,5.8,0.457,0.35,0.716,22.7,8.7,5.7,1.9,22.6,0.07,-1.1,3.4,2007,11.88,-,3.51,26,29,9,0.13,-,-,6' 10'',7' 0.75'',9' 2'',244,7' 0.5'',11.88,-,3.51,26,29,9
834,Glen Davis,5.4,0.447,0.182,0.7,21.1,8,4.4,0.9,18.6,0.082,-2.6,-1.7,2007,,,,,,,,,,,,,,,,,,,,
835,Jason Smith,5.5,0.468,0.333,0.783,16.3,6.1,3.4,0.7,14.1,0.067,-2.9,-2.4,2007,10.96,-,3.29,33.5,37.5,15,0.08,-,-,6' 10.75'',6' 11.5'',8' 10'',233,6' 10.75'',10.96,-,3.29,33.5,37.5,15
836,Aaron Gray,5,0.509,0,0.562,12.1,3.4,3.7,0.7,6.2,0.077,-3.6,-1.5,2007,12.07,-,3.7,27,32.5,17,0.11,-,-,7' 0'',7' 1.75'',9' 0.5'',271,7' 3.25'',12.07,-,3.7,27,32.5,17
837,Acie Law,4,0.413,0.235,0.778,12.7,3.9,1,1.6,1.6,0.032,-3.9,-1.1,2007,11,-,3.22,29,34,8,0.06,-,-,6' 2'',6' 3.5'',8' 2'',186,6' 6.5'',11,-,3.22,29,34,8
838,Nick Fazekas,6.5,0.561,0,0.682,10.3,4.1,3.4,0.4,0.8,0.148,0.5,0.2,2007,,,,,,,,,,,,,,,,,,,,
839,Brandan Wright,5.6,0.607,0,0.674,16.2,7,3.6,0.5,26.2,0.181,2.3,7.5,2007,11.76,-,3.31,30.5,35.5,2,0.06,-,-,6' 8.75'',6' 10'',9' 0.5'',200,7' 3.75'',11.76,-,3.31,30.5,35.5,2
840,Julian Wright,5.1,0.499,0.262,0.584,13.2,3.9,2.3,0.8,3.9,0.061,-0.5,1.2,2007,11.48,-,3.36,28.5,33.5,2,0.06,-,-,6' 6.5'',6' 8.5'',9' 0'',211,7' 2.25'',11.48,-,3.36,28.5,33.5,2
841,C.J. Watson,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,Arron Afflalo,4.1,0.45,0.386,0.825,27.3,10.8,2.9,1.8,33.5,0.077,-1.5,2.4,2007,,,,,,,,,,,,,,,,,,,,
843,Oleksiy Pecherov,2.9,0.386,0.29,0.793,9.4,3.9,2.4,0.2,0.5,0.025,-4.8,-0.7,2006,,,,,,,,,,,,,,,,,,,,
844,Jermareo Davidson,3.1,0.425,,0.578,8.3,3.1,1.8,0.3,0,0,-5.2,-0.3,2007,12.63,-,3.53,27,30,7,0.07,-,-,6' 9'',6' 11'',9' 1.5'',230,7' 4'',12.63,-,3.53,27,30,7
845,Chris Richard,3.7,0.483,,0.605,11.1,1.9,2.8,0.4,0.7,0.045,-5.7,-0.7,2007,11.39,-,3.29,26.5,30.5,15,0.08,-,-,6' 7'',6' 8.75'',9' 2.5'',252,7' 4.5'',11.39,-,3.29,26.5,30.5,15
846,Dominic McGuire,2.8,0.419,0.188,0.658,15.6,2.7,3.4,1.2,4.1,0.037,-2.1,-0.1,2007,10.95,-,3.25,28.5,34.5,12,0.05,-,-,6' 7'',6' 8.25'',8' 8'',220,6' 10.5'',10.95,-,3.25,28.5,34.5,12
847,Demetris Nichols,0.2,0.281,0.2,0.5,3.2,1.2,0.4,0.1,-0.2,-0.203,-10.3,-0.1,2007,10.39,-,3.38,28.5,32.5,16,0.06,-,-,6' 6'',6' 7.5'',8' 9'',211,7' 0.25'',10.39,-,3.38,28.5,32.5,16
848,Mario West,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Brandon Roy,16.5,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155,3.6,16.3,2006,11.13,-,3.27,34,40.5,6,0.08,-,-,6' 5.25'',6' 6.25'',8' 5'',207,6' 8'',11.13,-,3.27,34,40.5,6
850,Adam Morrison,7.4,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,-5,-2.4,2006,11.46,-,3.37,25.5,30.5,11,0.07,-,-,6' 6.5'',6' 7.75'',8' 9'',198,6' 10'',11.46,-,3.37,25.5,30.5,11
851,Andrea Bargnani,10,0.439,0.354,0.824,28.7,14.3,4.6,1.2,18.9,0.057,-1.6,1.5,2006,,,,,,,,,,,,,,,,,,,,
852,Rudy Gay,10.3,0.453,0.349,0.799,32,16.5,5.8,2.1,60.2,0.086,0.7,22.8,2006,11.03,-,3.32,33,40.5,9,0.06,-,-,6' 7'',6' 8'',8' 11.5'',222,7' 3'',11.03,-,3.32,33,40.5,9
853,Randy Foye,9.6,0.401,0.366,0.852,25.6,10.3,2.2,2.8,23.5,0.058,-1.2,3.8,2006,10.53,-,3.23,32,38,14,0.1,-,-,6' 2.25'',6' 3.25'',8' 1'',212,6' 6.25'',10.53,-,3.23,32,38,14
854,Walter Herrmann,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,LaMarcus Aldridge,10.8,0.493,0.32,0.813,33.7,19.1,8.1,1.9,115.6,0.153,1.7,33.4,2006,12.02,-,3.43,26.5,34,8,0.09,-,-,6' 10'',6' 11.25'',9' 2'',234,7' 4.75'',12.02,-,3.43,26.5,34,8
856,Jorge Garbajosa,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,Tarence Kinsey,6.9,,,,,,,,,,,,,10.67,-,3.3,29,35.5,5,0.04,-,-,6' 4.75'',6' 5.5'',8' 4.5'',179,6' 6.75'',10.67,-,3.3,29,35.5,5
858,Craig Smith,9.5,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16,0.113,-1.2,1.4,2006,11.59,-,3.4,30,29.5,-,0.12,-,-,6' 5.5'',6' 6.5'',8' 7.5'',259,6' 9.5'',11.59,-,3.4,30,29.5,-
859,Kelenna Azubuike,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Paul Millsap,10.2,0.489,0.341,0.736,28.2,13.4,7.1,2.2,95.4,0.15,1.9,29.9,2006,11.67,-,3.3,28.5,32.5,15,0.1,-,-,6' 6.25'',6' 7.25'',8' 9.5'',258,7' 1.5'',11.67,-,3.3,28.5,32.5,15
861,Marcus Williams,6.5,0.386,0.321,0.767,15.2,5.6,1.8,2.8,0,-0.001,-3.3,-1,2006,11.3,-,3.4,24.5,28,4,0.12,-,-,6' 2'',6' 3.25'',8' 1.5'',215,6' 7'',11.3,-,3.4,24.5,28,4
863,Rodney Carney,5.5,0.422,0.338,0.704,15.4,5.9,2,0.4,6.2,0.064,-1.6,0.5,2006,10.57,-,3.06,32,38.5,10,0.05,-,-,6' 4.5'',6' 5.75'',8' 7.5'',204,6' 10'',10.57,-,3.06,32,38.5,10
864,Rajon Rondo,9.8,0.456,0.323,0.611,30,9.8,4.6,7.9,61.5,0.104,1.2,23.1,2006,,,,,,,,,,,,,,,,,,,,
865,Allan Ray,4.5,,,,,,,,,,,,,11.01,-,3.2,28.5,35.5,9,0.1,-,-,6' 1'',6' 2.25'',8' 3.5'',204,6' 8.5'',11.01,-,3.2,28.5,35.5,9
866,Ersan Ilyasova,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,JJ Redick,5,,,,,,,,,,,,,10.94,-,3.29,27.5,33,6,0.07,-,-,6' 4'',6' 4.75'',8' 1.5'',190,6' 3.25'',10.94,-,3.29,27.5,33,6
868,Shelden Williams,8.5,0.462,0.222,0.74,15.5,4.5,4.3,0.5,9.9,0.085,-3,-1.5,2006,11.53,-,3.59,29,33.5,25,0.11,-,-,6' 7.5'',6' 8.5'',8' 8'',258,7' 4.25'',11.53,-,3.59,29,33.5,25
869,Tyrus Thomas,6.9,0.438,0.235,0.732,19.7,7.7,4.8,0.9,13,0.078,-1.2,1.7,2006,11.36,-,3.2,34,39.5,8,0.06,-,-,6' 7.25'',6' 8.25'',9' 0'',217,7' 3'',11.36,-,3.2,34,39.5,8
870,Renaldo Balkman,8.1,0.51,0.172,0.542,13.9,4,3.5,0.6,7.2,0.113,0.1,1.6,2006,11.58,-,3.22,30.5,35,9,0.05,-,-,6' 5.25'',6' 6.5'',8' 8.5'',206,7' 1'',11.58,-,3.22,30.5,35,9
871,Ronnie Brewer,4.6,0.49,0.254,0.675,23,7.8,2.8,1.6,30.4,0.127,1.6,10.6,2006,11.32,-,3.14,35,41,19,0.05,-,-,6' 5.75'',6' 6.75'',8' 7.5'',223,6' 11.25'',11.32,-,3.14,35,41,19
872,Daniel Gibson,4.7,0.402,0.407,0.78,23.5,7.8,2,2,16,0.082,-1,2.4,2006,,,,,,,,,,,,,,,,,,,,
873,Mickael Gelabale,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Mardy Collins,4.3,0.38,0.299,0.599,14.7,3.9,1.8,1.7,-1.6,-0.027,-4.4,-1.7,2006,12,-,3.27,31.5,37.5,9,0.1,-,-,6' 4.25'',6' 5.5'',8' 7'',224,6' 10'',12,-,3.27,31.5,37.5,9
875,Jordan Farmar,5.2,0.423,0.374,0.739,19.5,7.7,1.9,2.9,13.9,0.068,-0.5,3.7,2006,11.07,-,3.17,33.5,42,11,0.04,-,-,6' 0.75'',6' 2'',7' 10.5'',171,6' 3'',11.07,-,3.17,33.5,42,11
876,Yakhouba Diawara,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,Alexander Johnson,6,0.517,,0.672,12.8,4.3,2.7,0.3,1.5,0.056,-4.6,-0.9,2006,,,,,,,,,,,,,,,,,,,,
878,Leon Powe,5.4,0.515,0,0.682,13.9,6.2,3.8,0.3,12,0.174,-1.6,0.3,2006,,,,,,,,,,,,,,,,,,,,
879,Josh Boone,5.2,0.544,,0.445,17.5,5.2,4.9,0.5,9.1,0.097,-2,0,2006,,,,,,,,,,,,,,,,,,,,
880,Lynn Greer,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Shawne Williams,3.9,0.403,0.339,0.755,17.1,5.6,3,0.7,6.7,0.06,-2.2,-0.3,2006,10.69,-,3.3,32,31,-,0.08,-,-,6' 7.25'',6' 8.75'',8' 8'',227,7' 3'',10.69,-,3.3,32,31,-
882,Sergio Rodriguez,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Thabo Sefolosha,4,0.449,0.349,0.732,21.9,5.7,3.7,1.4,39.3,0.099,0.6,12.4,2006,,,,,,,,,,,,,,,,,,,,
884,Chris Quinn,3.2,,,,,,,,,,,,,11.25,-,3.25,32,37,7,0.06,-,-,6' 0.5'',6' 1.5'',7' 10'',175,6' 5'',11.25,-,3.25,32,37,7
885,Solomon Jones,4.9,0.467,0.111,0.717,11,3,2.3,0.4,5,0.078,-4,-1.6,2006,11.27,-,3.3,32,39,6,0.07,-,-,6' 8.5'',6' 9.75'',9' 1'',224,7' 4.75'',11.27,-,3.3,32,39,6
886,Hilton Armstrong,4.5,0.501,0.286,0.582,11.6,3,2.6,0.3,3.9,0.055,-4.1,-1.8,2006,12.28,-,3.53,28.5,31.5,13,0.06,-,-,6' 9.5'',6' 10.25'',9' 1'',240,7' 4'',12.28,-,3.53,28.5,31.5,13
887,Cedric Simmons,3.7,0.409,,0.39,9.4,2.2,1.9,0.2,0.1,0.005,-5,-0.5,2006,11.05,-,3.31,30.5,35,15,0.06,-,-,6' 8.25'',6' 9.5'',9' 0.5'',223,7' 4.25'',11.05,-,3.31,30.5,35,15
888,Hassan Adams,3.1,0.534,0,0.643,7.5,2.5,1.2,0.2,0.8,0.072,-2.3,0,2006,,,,,,,,,,,,,,,,,,,,
889,Quincy Douby,2.2,0.389,0.312,0.884,10.7,4.1,1.1,0.7,0,0,-3.5,-0.6,2006,,,,,,,,,,,,,,,,,,,,
890,David Noel,3.6,0.367,0.321,0.86,11.6,2.7,1.8,1,0.4,0.024,-3.1,-0.2,2006,10.54,-,3.07,34.5,38.5,20,0.06,-,-,6' 4.5'',6' 6'',8' 4'',223,6' 9.5'',10.54,-,3.07,34.5,38.5,20
891,Bobby Jones,2.5,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,0.06,-4.1,-0.5,2006,11.23,-,3.28,28.5,34.5,15,0.08,-,-,6' 5.75'',6' 6.75'',8' 5.5'',211,6' 9.5'',11.23,-,3.28,28.5,34.5,15
892,Andre Brown,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Dee Brown,2.8,0.34,0.25,0.643,10.5,2.1,1,1.8,0.1,0.008,-3,-0.2,2006,,,,,,,,,,,,,,,,,,,,
894,Steve Novak,1.5,0.437,0.43,0.877,12.1,4.7,1.3,0.3,14.5,0.123,0.8,4,2006,11.11,-,3.37,24.5,31,5,0.08,-,-,6' 8'',6' 9.25'',8' 7'',216,6' 9.5'',11.11,-,3.37,24.5,31,5
